model_id,model_name,plot_type,year,x_label,y_label,x_value,y_value,fitted_value,line_type,plot_note
world_gdp_annual,World real GDP only,driver_vs_usage,2023,World real GDP growth,Refined usage growth,0.028593849333597543,0.028889662373825287,0.02032878284278129,regression,Annual 1961-2024 sample with intercept.
world_gdp_annual,World real GDP only,driver_vs_usage,2024,World real GDP growth,Refined usage growth,0.02900013401567203,0.02815366110359352,0.02088826709439549,regression,Annual 1961-2024 sample with intercept.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1961,World real GDP growth,Refined usage growth,0.039138180754848984,0.06585056986070081,0.03644571960938726,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1962,World real GDP growth,Refined usage growth,0.053211915500134266,-0.0003960396039603964,0.04955126975226174,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1963,World real GDP growth,Refined usage growth,0.050194857425174044,0.08954041204437391,0.04674176633323492,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1964,World real GDP growth,Refined usage growth,0.06629732895062146,0.09000000000000008,0.061736488901219626,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1965,World real GDP growth,Refined usage growth,0.056309478459598106,0.03302752293577971,0.05243573982510886,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1966,World real GDP growth,Refined usage growth,0.054188856654234785,0.04069110285806565,0.05046100348772178,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1967,World real GDP growth,Refined usage growth,0.03738066011348962,-0.03878975950349106,0.03480910535529324,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1968,World real GDP growth,Refined usage growth,0.05947222989110856,0.052945924132364874,0.055380913812347325,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1969,World real GDP growth,Refined usage growth,0.05961314480553259,0.0941284684960908,0.05551213466525431,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1970,World real GDP growth,Refined usage growth,0.0376536422839322,0.021577693708841217,0.03506330806605873,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1971,World real GDP growth,Refined usage growth,0.04108978445058975,0.0006857769853243489,0.03826306522208029,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1972,World real GDP growth,Refined usage growth,0.055377617784956756,0.08854166666666674,0.05156798531511454,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1973,World real GDP growth,Refined usage growth,0.06457727016825676,0.1004784688995215,0.060134759365388785,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1974,World real GDP growth,Refined usage growth,0.019919071030607416,-0.04919908466819223,0.018548763985945967,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1975,World real GDP growth,Refined usage growth,0.008144832816052272,-0.10409145607701564,0.007584519447608712,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1976,World real GDP growth,Refined usage growth,0.052212033859154516,0.14694425789120213,0.04862017369141055,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1977,World real GDP growth,Refined usage growth,0.039414487575763824,0.060662841082093966,0.03670301825554305,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1978,World real GDP growth,Refined usage growth,0.04137116820103337,0.051893562989952624,0.038525091536883785,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1979,World real GDP growth,Refined usage growth,0.04140877320686265,0.03369371260627685,0.038560109554377955,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1980,World real GDP growth,Refined usage growth,0.01815328330445709,-0.04589764419171405,0.01690445137059787,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1981,World real GDP growth,Refined usage growth,0.01888174920877428,0.013409961685823646,0.01758280339365284,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1982,World real GDP growth,Refined usage growth,0.004110996849695292,-0.04536862003780717,0.003828186073275931,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1983,World real GDP growth,Refined usage growth,0.02576875451990479,0.0462046204620461,0.023996025972648823,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1984,World real GDP growth,Refined usage growth,0.04728119481887516,0.04416403785488954,0.04402854542369203,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1985,World real GDP growth,Refined usage growth,0.03659925628606664,-0.013293051359516639,0.034081457205923614,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1986,World real GDP growth,Refined usage growth,0.03305047278635298,0.03204735660338853,0.03077680773345267,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1987,World real GDP growth,Refined usage growth,0.03751407205045498,0.017899525316455778,0.03493333938849067,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1988,World real GDP growth,Refined usage growth,0.04529175124832108,0.036432526960070044,0.04217596308203249,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1989,World real GDP growth,Refined usage growth,0.03638243262582708,0.038713910761154935,0.033879549652395,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1990,World real GDP growth,Refined usage growth,0.027083566103490275,-0.01759768973919318,0.025220386773031556,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1991,World real GDP growth,Refined usage growth,0.012251812675762475,-0.029671137240492418,0.011408964874593816,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1992,World real GDP growth,Refined usage growth,0.0206322489260804,0.028685032661175835,0.019212879719194526,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1993,World real GDP growth,Refined usage growth,0.018580269912708225,0.011595803423522844,0.017302063980615675,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1994,World real GDP growth,Refined usage growth,0.034162275853171,0.051673944687045115,0.03181212572863276,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1995,World real GDP growth,Refined usage growth,0.0317807321635466,0.041782006920415116,0.029594417294681017,regression,Annual 1961-2024 sample; line forced through zero.
world_gdp_annual_no_intercept,World GDP rule-of-thumb,driver_vs_usage,1996,World real GDP growth,Refined usage growth,0.03586234018001111,0.03703396163746575,0.033395236301963636,regression,Annual 1961-2024 sample; line forced through zero.
