scenario,year,country,mine_supply_kt,share_2024
bear_case,2031,China,2130.411842445948,0.07950530035335689
bear_case,2031,Congo (Kinshasa),3905.755044484238,0.14575971731448764
bear_case,2031,Germany,0.0,0.0
bear_case,2031,India,35.506864040765805,0.001325088339222615
bear_case,2031,Indonesia,1301.9183481614127,0.04858657243816254
bear_case,2031,Japan,0.0,0.0
bear_case,2031,Kazakhstan,875.8359796722232,0.03268551236749117
bear_case,2031,Korea Republic,0.0,0.0
bear_case,2031,Mexico,828.4934942845354,0.030918727915194347
bear_case,2031,Peru,3077.2615501997025,0.11484098939929328
bear_case,2031,Poland,485.2604752237993,0.018109540636042403
bear_case,2031,Russia,1100.7127852637398,0.04107773851590106
bear_case,2031,Zambia,804.8222515906914,0.030035335689045935
bear_case,2031,Other countries,3195.617763668922,0.11925795053003534
bear_case,2032,United States,1325.5463108906129,0.04858657243816254
bear_case,2032,Australia,964.0336806477185,0.0353356890459364
bear_case,2032,Canada,542.2689453643416,0.01987632508833922
bear_case,2032,Chile,6386.723134291135,0.23409893992932862
bear_case,2032,China,2169.0757814573662,0.07950530035335689
bear_case,2032,Congo (Kinshasa),3976.638932671839,0.14575971731448764
bear_case,2032,Germany,0.0,0.0
bear_case,2032,India,36.15126302428944,0.001325088339222615
bear_case,2032,Indonesia,1325.5463108906129,0.04858657243816254
bear_case,2032,Japan,0.0,0.0
bear_case,2032,Kazakhstan,891.7311545991397,0.03268551236749117
bear_case,2032,Korea Republic,0.0,0.0
bear_case,2032,Mexico,843.5294705667537,0.030918727915194347
bear_case,2032,Peru,3133.1094621050847,0.11484098939929328
bear_case,2032,Poland,494.0672613319557,0.018109540636042403
bear_case,2032,Russia,1120.6891537529727,0.04107773851590106
bear_case,2032,Zambia,819.4286285505607,0.030035335689045935
bear_case,2032,Other countries,3253.61367218605,0.11925795053003534
bear_case,2033,United States,1349.2813702585947,0.04858657243816254
bear_case,2033,Australia,981.2955420062508,0.0353356890459364
bear_case,2033,Canada,551.978742378516,0.01987632508833922
bear_case,2033,Chile,6501.082965791412,0.23409893992932862
bear_case,2033,China,2207.914969514064,0.07950530035335689
bear_case,2033,Congo (Kinshasa),4047.844110775785,0.14575971731448764
bear_case,2033,Germany,0.0,0.0
bear_case,2033,India,36.798582825234405,0.001325088339222615
bear_case,2033,Indonesia,1349.2813702585947,0.04858657243816254
bear_case,2033,Japan,0.0,0.0
bear_case,2033,Kazakhstan,907.6983763557821,0.03268551236749117
bear_case,2033,Korea Republic,0.0,0.0
bear_case,2033,Mexico,858.6335992554694,0.030918727915194347
bear_case,2033,Peru,3189.210511520315,0.11484098939929328
bear_case,2033,Poland,502.91396527820353,0.018109540636042403
bear_case,2033,Russia,1140.7560675822665,0.04107773851590106
bear_case,2033,Zambia,834.1012107053132,0.030035335689045935
bear_case,2033,Other countries,3311.8724542710966,0.11925795053003534
bear_case,2034,United States,1364.4610255510177,0.04858657243816254
bear_case,2034,Australia,992.3352913098312,0.0353356890459364
bear_case,2034,Canada,558.18860136178,0.01987632508833922
bear_case,2034,Chile,6574.221304927631,0.23409893992932862
bear_case,2034,China,2232.75440544712,0.07950530035335689
bear_case,2034,Congo (Kinshasa),4093.3830766530536,0.14575971731448764
bear_case,2034,Germany,0.0,0.0
bear_case,2034,India,37.212573424118666,0.001325088339222615
bear_case,2034,Indonesia,1364.4610255510177,0.04858657243816254
bear_case,2034,Japan,0.0,0.0
bear_case,2034,Kazakhstan,917.9101444615939,0.03268551236749117
bear_case,2034,Korea Republic,0.0,0.0
bear_case,2034,Mexico,868.2933798961022,0.030918727915194347
bear_case,2034,Peru,3225.089696756951,0.11484098939929328
bear_case,2034,Poland,508.57183679628844,0.018109540636042403
bear_case,2034,Russia,1153.5897761476785,0.04107773851590106
bear_case,2034,Zambia,843.4849976133564,0.030035335689045935
bear_case,2034,Other countries,3349.13160817068,0.11925795053003534
bear_case,2035,United States,1377.706159711985,0.04858657243816254
bear_case,2035,Australia,1001.9681161541711,0.0353356890459364
bear_case,2035,Canada,563.6070653367211,0.01987632508833922
bear_case,2035,Chile,6638.038769521383,0.23409893992932862
bear_case,2035,China,2254.4282613468845,0.07950530035335689
bear_case,2035,Congo (Kinshasa),4133.118479135956,0.14575971731448764
bear_case,2035,Germany,0.0,0.0
bear_case,2035,India,37.57380435578141,0.001325088339222615
bear_case,2035,Indonesia,1377.706159711985,0.04858657243816254
bear_case,2035,Japan,0.0,0.0
bear_case,2035,Kazakhstan,926.8205074426082,0.03268551236749117
bear_case,2035,Korea Republic,0.0,0.0
bear_case,2035,Mexico,876.7221016348997,0.030918727915194347
bear_case,2035,Peru,3256.3963775010557,0.11484098939929328
bear_case,2035,Poland,513.5086595290127,0.018109540636042403
bear_case,2035,Russia,1164.7879350292237,0.04107773851590106
bear_case,2035,Zambia,851.6728987310453,0.030035335689045935
bear_case,2035,Other countries,3381.642392020327,0.11925795053003534
